Что читать программисту и зачем это нужно,https://techrocks.ru/2018/03/20/what-should-programmers-read-and-why/
Как осваивать новые языки программирования или фреймворки,https://techrocks.ru/2018/03/17/how-to-learn-new-programming-languages-and-frameworks/
Руководство по выживанию для разработчика-джуниора: Как говорить о коде,https://techrocks.ru/2018/03/16/how-to-communicate-about-code/
"4 книги, благодаря которым можно стать лучшим программистом",https://techrocks.ru/2018/03/15/4-books-to-make-you-a-better-programmer/
Блокчейн и путешествие по новой архитектуре Интернет,https://techrocks.ru/2018/03/13/blockchain-and-journey-to-the-new-internet-architecture/
"Как добиться прогресса, готовясь к интервью по программированию",https://techrocks.ru/2018/03/12/how-to-make-progress-in-coding-interviews/
Как разобраться в Computer Science самостоятельно,https://techrocks.ru/2018/03/12/computer-science-self-learning/
Технические собеседования: советы девяти девушек из мира IT,https://techrocks.ru/2018/03/11/tech-interview-tips-from-tech-girls/
Детальный список инструментов для JavaScript,https://techrocks.ru/2018/03/08/javascript-tools-detailed-list/
"12 трендов веб-дизайна, которые могут испортить ваш сайт",https://techrocks.ru/2018/03/07/12-web-design-tendencies-that-can-ruin-your-site/
Как стать фронтенд-разработчиком за 5 месяцев,https://techrocks.ru/2018/03/07/how-one-can-become-a-front-end-developer/
Тренируй свои мозги или ТОП-15 логических задач,https://techrocks.ru/2018/03/06/logical-tasks-for-brain-training/
Преимущества самообразования в программировании,https://techrocks.ru/2018/03/05/advantages-of-being-self-taught/
9 ударов: как сразить работодателя наповал и получить работу своей мечты,https://techrocks.ru/2018/03/04/9-tips-to-slay-your-technical-interview/
Советы по составлению резюме и откликам на вакансии,https://techrocks.ru/2018/03/04/resume-and-applying-to-jobs-tips/
Собеседование: 8 самых распространенных ошибок программистов,https://techrocks.ru/2018/03/03/8-most-common-mistakes-programmers-make/
Руководство для прохождения интервью по фронтенду,https://techrocks.ru/2018/03/03/front-end-interview-tutorial/
Изучать как минимум один новый язык ежегодно – плохой совет,https://techrocks.ru/2018/03/01/whether-you-should-learn-new-languages/
Практические советы начинающим программистам,https://techrocks.ru/2018/02/28/practical-advice-for-beginning-programmers/
Составляем идеальное портфолио программиста,https://techrocks.ru/2018/02/27/ideal-programmers-portfolio/
Как писать код каждый день на протяжении года,https://techrocks.ru/2018/02/24/how-to-write-code-every-day/
Как участвовать в open source проектах,https://techrocks.ru/2018/02/23/taking-part-in-open-source-projects/
7 главных шагов для получения первой работы инженера,https://techrocks.ru/2018/02/23/key-steps-to-getting-software-engineering-job/
Волшебная формула улучшения навыков программирования,https://techrocks.ru/2018/02/22/programming-skills-improving/
Изучаем технологии: ищите информацию правильно,https://techrocks.ru/2018/02/21/tech-learning-look-for-the-information-properly/
6 бесплатных книг по алгоритмам в программировании,https://techrocks.ru/2018/02/21/6-free-books-on-algorithms/
"Жаль, что я не знал об этих инструментах, когда начинал программировать",https://techrocks.ru/2018/02/21/tools-making-programming-easier/
Почему так много разработчиков сбегают еще до получения работы,https://techrocks.ru/2018/02/20/why-so-many-developers-quit/
Подборка хороших книг для программистов,https://techrocks.ru/2018/02/19/good-book-collection-for-programmers/
Введение в фронтенд и бэкенд – основы веб-разработки,https://techrocks.ru/2018/02/18/web-development-fundamentals/
"15 советов для работы на Mac, которые облегчают жизнь",https://techrocks.ru/2018/02/17/work-on-mac-tips/
Как сохранить ваш JavaScript-код простым и повысить его читабельность,https://techrocks.ru/2018/02/16/simple-readable-javascript-code/
"10 мобильных приложений, которые научат вас программировать",https://techrocks.ru/2018/02/16/mobile-apps-for-code-learning/
Какой *** язык программирования использовать для обработки больших данных?,https://techrocks.ru/2018/02/15/big-data-programming-languages/
Мессенджер Telegram: советы и секреты,https://techrocks.ru/2018/02/15/telegram-messenger-tips/
Обязателен ли английский язык для разработчика?,https://techrocks.ru/2018/02/13/is-english-required-for-the-developer/
"Борьба за качество кода: 5 идей, которыми стоит воспользоваться",https://techrocks.ru/2018/02/13/5-ideas-for-code-quality/
40 идей сторонних проектов для программных инженеров,https://techrocks.ru/2018/02/12/side-project-ideas-for-software-engineers/
"Зачем изучать язык С, если есть более современные варианты?",https://techrocks.ru/2018/02/09/why-should-you-learn-c/
Программирование на Python: от новичка до профессионала,https://techrocks.ru/2018/02/08/python-programming-from-novice-to-professional/
Как самостоятельно изучить React Native,https://techrocks.ru/2018/02/08/react-native-learning/
5 мощных проектов по машинному обучению для начинающих,https://techrocks.ru/2018/02/07/machine-learning-projects/
"35 вопросов о программировании, на которые вы должны знать ответ",https://techrocks.ru/2018/02/06/35-questions-on-programming-you-should-know/
В чем разница между UI и UX дизайном?,https://techrocks.ru/2018/02/05/ui-and-ux-design/
Что должно быть в арсенале разработчика?,https://techrocks.ru/2018/02/04/coders-toolbox/
"7 «must read» книг по программированию, которые стоит прочесть",https://techrocks.ru/2018/02/03/7-must-read-programming-books/
JavaScript в 2018 году: что изучать?,https://techrocks.ru/2018/02/01/javascript-2018-what-to-learn/
7 бесплатных ресурсов для онлайн-обучения программированию,https://techrocks.ru/2018/01/30/free-online-learning-resources-for-programmers/
"6 фреймворков веб-разработки, которые будут в тренде в 2018",https://techrocks.ru/2018/01/30/trend-web-development-frameworks-for-2018/
UI/UX дизайнер: как войти в профессию,https://techrocks.ru/2018/01/28/ui-ux-designer/
Почему CSS Grid лучше Bootstrap для создания макетов,https://techrocks.ru/2018/01/26/css-grid-vs-bootstrap/
Как сделать свой код чистым и красивым,https://techrocks.ru/2018/01/25/how-to-make-your-code-clean-and-beautiful/
10 способов научиться программировать самостоятельно,https://techrocks.ru/2018/01/24/10-ways-self-learn-programming/
"11 библиотек (наборов компонентов) для React, о которых стоит знать в 2018-м",https://techrocks.ru/2018/01/22/11-react-libraries-to-know/
"Знания — деньги будущего. Учитесь их зарабатывать, накапливать и инвестировать!",https://techrocks.ru/2018/01/22/knowledge-time-money/
Объяснение HTTPS на примере почтовых голубей,https://techrocks.ru/2018/01/21/https-explanation/
"Будьте специалистом в чем-то одном, а не посредственностью во всем",https://techrocks.ru/2018/01/19/good-at-one-thing-not-average-at-everything/
Open Source проекты в резюме: 5 причин писать открытый код,https://techrocks.ru/2018/01/17/open-source-projects/
6 лучших книг о Linux для глубокого понимания системы,https://techrocks.ru/2018/01/16/best-books-on-linux/
Когда написание кода – лишняя трата времени,https://techrocks.ru/2018/01/15/when-writing-code-is-a-waste-of-time/
5 принципов хорошего кода для начинающих программистов,https://techrocks.ru/2018/01/14/5-good-code-principles/
"7 книг, которые помогут каждому тестировщику",https://techrocks.ru/2018/01/13/book-list-for-software-testers/
Что должен знать программист без профильного образования,https://techrocks.ru/2018/01/12/subject-to-learn-for-programmer/
"11 классных вещей, которые вы можете делать с WordPress",https://techrocks.ru/2018/01/12/11-things-you-can-do-with-wordpress/
10 лучших языков программирования для изучения в 2018 году,https://techrocks.ru/2018/01/11/programming-languages-to-learn-in-2018/
Как помочь вашему текстовому редактору лучше служить вам,https://techrocks.ru/2018/01/11/tips-for-your-text-editor/
Краткая история CSS-in-JS: как мы к этому пришли и куда движемся,https://techrocks.ru/2018/01/07/short-history-of-css-in-js/
10 полезных Git команд для облегчения работы,https://techrocks.ru/2018/01/07/useful-git-tips/
Главные JavaScript-библиотеки для изучения в 2018 году,https://techrocks.ru/2018/01/06/top-javascript-libraries-to-learn-in-2018/
Функция calc() с примерами использования,https://techrocks.ru/2018/01/05/calc-function-use-cases/
12 вопросов с собеседования по Ionic,https://techrocks.ru/2018/01/05/interview-questions-on-ionic/
Взламываем шифры: криптография за 60 минут,https://techrocks.ru/2017/12/30/hacking-ciphers/
Самые важные рекомендации по написанию кода,https://techrocks.ru/2017/12/30/main-coding-guidelines/
"Что же такое виртуальный сервер, и с чем его едят",https://techrocks.ru/2017/12/27/virtual-dedicated-server/
"Лучше поздно, чем никогда. О чём стоит думать разработчику с начала карьеры",https://techrocks.ru/2017/12/25/better-late-than-never/
"Создаем собственный Bitcoin и разбираемся, как он работает",https://techrocks.ru/2017/12/24/bitcoin-how-it-works/
Сравнение фронтенд-фреймворков в реальных условиях,https://techrocks.ru/2017/12/24/front-end-frameworks-comparison/
Сомневающиеся в себе разработчики: достаточно ли вы хороши?,https://techrocks.ru/2017/12/23/tips-for-self-doubting-developers/
Как научиться решать алгоритмические задачи?,https://techrocks.ru/2017/12/19/how-to-solve-algorithmic-tasks/
Почему разработчикам стоит писать технические статьи и как это делать,https://techrocks.ru/2017/12/19/technical-articles-writing/
6 справочных сайтов для изучения веб-разработки в 2018 году,https://techrocks.ru/2017/12/18/6-web-development-reference-sites/
"Я хочу научиться программировать, но не знаю, с чего начать",https://techrocks.ru/2017/12/17/how-to-start-learn-code/
Советы по прохождению технического собеседования от обычного интервьюера,https://techrocks.ru/2017/12/15/tech-interview-tips/
Инструкция: как обменять и где купить биткоины,https://techrocks.ru/2017/12/14/how-to-buy-and-exchange-bitcoins/
Как успешно научиться программировать,https://techrocks.ru/2017/12/14/how-to-learn-programming/
5 тенденций в программировании для 2018 года,https://techrocks.ru/2017/12/10/programming-trends-2018/
Лучшие альтернативы Photoshop для Linux,https://techrocks.ru/2017/12/10/best-photoshop-alternatives-for-linux/
ТОП-5 РНР-фреймворков 2017 года,https://techrocks.ru/2017/12/09/top-5-php-frameworks-list/
"Три урока, которые я усвоил, будучи профессиональным веб-разработчиком",https://techrocks.ru/2017/12/08/web-developer-lessons-to-learn/
Паттерны ООП простыми словами: паттерны поведения,https://techrocks.ru/2017/12/06/behavioral-design-patterns/
"5 фреймворков Node.js, которые будут популярны в 2018 году",https://techrocks.ru/2017/12/05/5-popular-node-js-frameworks/
Хотите получать новости первым?,https://techrocks.ru/2017/12/05/how-to-rid-off-websites-notifications/
Почему раз в год я беру тайм-аут и устраиваю себе «неделю раздумий»,https://techrocks.ru/2017/11/29/week-time-out-once-a-year/
Подборка бесплатных кроссплатформенных сред для веб-разработки,https://techrocks.ru/2017/11/28/free-text-editors-and-ide/
Нужны ли технические собеседования при найме разработчиков?,https://techrocks.ru/2017/11/28/technical-interview-uselessness/
Каково это — быть младшим разработчиком?,https://techrocks.ru/2017/11/27/how-it-feels-being-junior-developer/
"70 вопросов, которые следует задать в конце собеседования",https://techrocks.ru/2017/11/25/70-questions-to-ask-in-job-interview/
Я получил место разработчика в Facebook. Вот как я готовился к интервью.,https://techrocks.ru/2017/11/24/job-interview-preparation/
35 лучших сайтов для самообразования,https://techrocks.ru/2017/11/23/best-self-educational-websites/
Топ-5 вопросов по AngularJS на собеседованиях,https://techrocks.ru/2017/11/23/angularjs-questions-in-job-interview/
Лучшие хакерские ресурсы: ТОП-10 YouTube каналов,https://techrocks.ru/2017/11/21/top-hacker-resources/
6 шагов для улучшения производительности вашего веб-приложения,https://techrocks.ru/2017/11/20/6-ways-to-improve-web-app-performance/
5 онлайн-сервисов для тестирования разработчика,https://techrocks.ru/2017/11/19/online-testing-services-for-developers/
15 прекрасных компонентов React,https://techrocks.ru/2017/11/17/15-react-components/
Современное оформление форм с использованием CSS,https://techrocks.ru/2017/11/16/modern-css-form-styling/
Как самостоятельно обучиться программированию?,https://techrocks.ru/2017/11/15/self-learn-programming/
"Метод изучения математики, который применяют в Оксфорде",https://techrocks.ru/2017/11/14/mathematics-and-storytelling-method/
Пособие для программистов: как правильно задавать вопросы,https://techrocks.ru/2017/11/12/asking-questions-tutorial/
9 бесплатных наборов иконок для веб-разработчиков,https://techrocks.ru/2017/11/12/free-icon-sets-for-developers/
Подборка интересных каналов в Telegram про околоdigital,https://techrocks.ru/2017/11/11/interesting-telegram-channels-on-digital/
Как за 15 минут построить на React приложение с аутентификацией пользователя,https://techrocks.ru/2017/11/11/react-app-with-user-authentication/
Какие языки программирования для чего нужны?,https://techrocks.ru/2017/11/10/programming-languages-purposes/
Ответы на 12 распространенных вопросов о JavaScript,https://techrocks.ru/2017/11/10/12-common-javascript-questions-and-answers/
Жизнь подводных кабелей в океане,https://techrocks.ru/2017/11/09/submarine-communications-cables/
Java-разработчик. Мифы и правда.,https://techrocks.ru/2017/11/09/java-developer-exploding-myths/
5 популярных криптовалют без учета биткоина,https://techrocks.ru/2017/11/08/5-popular-cryptocurrencies/
Как выбрать лучший фреймворк для фронтенда?,https://techrocks.ru/2017/11/08/how-to-choose-best-front-end-framework/
Знакомство с CSS Grid Layout,https://techrocks.ru/2017/11/05/introduction-to-css-grid-layout/
Веб-скрапинг с Python,https://techrocks.ru/2017/11/04/web-scraping-with-python/
Что нового в Angular 4.4?,https://techrocks.ru/2017/11/02/changes-in-angular-4-4/
Что лучше: Ruby on Rails или Node.js?,https://techrocks.ru/2017/10/28/ruby-on-rails-vs-node-js/
Характерные черты отличных разработчиков,https://techrocks.ru/2017/10/27/good-developer-traits/
Переход с Windows на Linux: что нужно знать,https://techrocks.ru/2017/10/25/switching-from-windows-to-linux/
"Лучшие практики (S)CSS, о которых вы еще не знали",https://techrocks.ru/2017/10/22/css-best-practices/
"Присоединяйтесь к нашему стартапу, мы урежем ваш заработок на 40%!",https://techrocks.ru/2017/10/21/startups-pay-less/
"Где выгоднее учиться IT-специальностям: в Москве, в Минске или онлайн?",https://techrocks.ru/2017/10/20/study-it-minsk-or-moscow/
Почему не стоит писать чистый код?,https://techrocks.ru/2017/10/19/reasons-why-not-write-clean-code/
Революционные цитаты Илона Маска на Мировом Правительственном Саммите в Дубае 2017,https://techrocks.ru/2017/10/18/elon-musk-quotes/
Ключевые цитаты из речи Марка Цукерберга перед выпускниками Гарварда,https://techrocks.ru/2017/10/18/mark-zuckerberg-speech/
"Тим Кук: «Лучше изучать код, а не английский, вместо второго языка»",https://techrocks.ru/2017/10/17/programming-language-vs-english/
Разные стадии карьеры — разные навыки,https://techrocks.ru/2017/10/16/skills-for-your-career/
Виртуальная и дополненная реальности: в чем отличие?,https://techrocks.ru/2017/10/16/virtual-vs-augmented-reality/
Какой язык программирования может заменить PHP?,https://techrocks.ru/2017/10/15/which-language-can-displace-php/
Как научиться читать чужой код,https://techrocks.ru/2017/10/13/improving-code-reading-skills/
Вредные советы веб-разработчикам,https://techrocks.ru/2017/10/09/harmful-tips-web-developers/
Топ-10 блогов о JavaScript для улучшения навыков написания кода,https://techrocks.ru/2017/10/08/javascript-blogs/
Как построить простой Telegram-бот на Node.js,https://techrocks.ru/2017/10/07/how-to-build-a-simple-telegram-bot-on-node-js/
"От программирования к менеджменту, от менеджмента к лидерству",https://techrocks.ru/2017/10/06/from-programming-to-management-from-management-to-leadership/
5 лучших стратегий для получения вашей первой работы программиста,https://techrocks.ru/2017/10/05/5-best-strategies-for-getting-your-first-job-as-a-programmer/
ECMAScript и JavaScript — одно и то же? История ES и важнейшие изменения.,https://techrocks.ru/2017/10/04/ecmascript-%d0%b8-javascript/
"10 причин, по которым Django отлично подходит для стартапов",https://techrocks.ru/2017/10/03/django-startups/
Почему разработчики не могут быть хорошими тестировщиками?,https://techrocks.ru/2017/10/01/why-can-not-developers-be-good-testers/
Django vs. Flask: что лучше для вашего веб-приложения?,https://techrocks.ru/2017/09/29/django-vs-flask-what-is-the-best-for-your-web-application/
10 лучших бесплатных HTML-редакторов,https://techrocks.ru/2017/09/28/10-best-free-html-editors/
Десятка лучших библиотек для программирования на Python,https://techrocks.ru/2017/09/27/top-ten-libraries-for-python-programming/
Дэн Абрамов: что я выучил после почти двух лет работы в Facebook?,https://techrocks.ru/2017/09/26/dan-abramov-what-i-learned-after-almost/
Full Stack Developer: кто это?,https://techrocks.ru/2017/09/24/full-stack-developer-who-is-this/
8 веских причин для изучения Swift,https://techrocks.ru/2017/09/22/8-weight-for-reason-for-learning-swift/
Подборка материалов для успешного изучения языка Python,https://techrocks.ru/2017/09/20/python-for-beginners/
"5 навыков, которые должны быть у каждого разработчика",https://techrocks.ru/2017/09/19/5-skills-which-must-be-have-everyone/
Python и другие языки программирования: сходство и отличия,https://techrocks.ru/2017/09/18/python-and-other-programming-languages-similarities-and-differences/
Как сделать рывок в вашей карьере программиста,https://techrocks.ru/2017/09/16/how-to-make-a-breakthrough-in-your-programmer-career/
ТОП-10 самых легких для изучения языков программирования,https://techrocks.ru/2017/09/15/most-easy-languages-programming/
Стать программистом за шесть месяцев: пошаговое руководство,https://techrocks.ru/2017/09/14/become-a-programmer-for-six-months/
Вы хотите учиться на программиста? А стоит ли оно того? Взгляд изнутри.,https://techrocks.ru/2017/09/12/profession-programmer/
Как зарегистрироваться на Upwork и получать заказы,https://techrocks.ru/2017/09/06/how-to-register-for-upwork-and-receive-orders/
